"ano_mes","sigla_instituicao_lotacao","desc_instituicao_lotacao","quantidade_servidores"
"202510","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5512"
"202510","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","203"
"202510","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202510","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","57"
"202510","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","163394"
"202510","OGE","OUVIDORIA GERAL DO ESTADO","40"
"202510","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18406"
"202510","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","397"
"202510","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202510","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202510","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","3"
"202510","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","509"
"202510","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202510","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","114"
"202510","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1478"
"202510","SEE","SECRETARIA DE ESTADO DE EDUCACAO","269331"
"202510","SEF","SECRETARIA DE ESTADO DA FAZENDA","6943"
"202510","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","529"
"202510","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","161"
"202510","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21193"
"202510","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","598"
"202510","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2488"
"202510","SES","SECRETARIA DE ESTADO DE SAUDE","10993"
"202510","SG","SECRETARIA GERAL","4"
"202510","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","23"
"202510","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1382"
"202510","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2379"
"202510","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","41"
"202510",NULL,NULL,"1329"
"202511","AGE","ADVOCACIA GERAL DO ESTADO","814"
"202511","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","35"
"202511","CGE","CONTROLADORIA GERAL DO ESTADO","162"
"202511","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6073"
"202511","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","27"
"202511","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202511","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202511","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","78"
"202511","FAOP","FUNDACAO DE ARTE DE OURO PRETO","36"
"202511","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","64"
"202511","FCS","FUNDACAO CLOVIS SALGADO","314"
"202511","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","232"
"202511","FHA","FUNDACAO HELENA ANTIPOFF","202"
"202511","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","14509"
"202511","FJP","FUNDACAO JOAO PINHEIRO","409"
"202511","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","89"
"202511","FUNED","FUNDACAO EZEQUIEL DIAS","888"
"202511","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","36"
"202511","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","983"
"202511","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202511","IEF","INSTITUTO ESTADUAL DE FLORESTAS","917"
"202511","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","104"
"202511","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","165"
"202511","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202511","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1834"
"202511","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","136"
"202511","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","269"
"202511","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5500"
"202511","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","203"
"202511","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","259"
"202511","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","57"
"202511","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","166828"
"202511","OGE","OUVIDORIA GERAL DO ESTADO","40"
"202511","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18386"
"202511","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","394"
"202511","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202511","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202511","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","3"
"202511","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","507"
"202511","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202511","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","113"
"202511","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1470"
"202511","SEE","SECRETARIA DE ESTADO DE EDUCACAO","269022"
"202511","SEF","SECRETARIA DE ESTADO DA FAZENDA","6928"
"202511","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","527"
"202511","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","161"
"202511","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21158"
"202511","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","597"
"202511","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2492"
"202511","SES","SECRETARIA DE ESTADO DE SAUDE","10972"
"202511","SG","SECRETARIA GERAL","4"
"202511","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","22"
"202511","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1378"
"202511","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2379"
"202511","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","41"
"202511",NULL,NULL,"1327"
